id,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
GA,90,73,560,110,121,185,106,147,199,288,191,1004,372,150,83,548,280,565,715,1801,1590,5060,8786,6172,3811,3063,3465,11653,8090,7544,16336,14947,21229,11316,16334,25538,47108,53386,68941,7431
KN,1658,1772,1780,1508,2181,2239,2480,2242,2389,2702,3638,4064,5850,4045,6547,18411,9755,17835,30532,25115,33685,46655,34042,38602,60816,37321,26577,43656,62178,43313,131922,97592,74443,65172,114830,130076,128734,246270,548163,46233
BP,1,28,5,5,3,154,29,111,59,51,50,117,115,266,161,238,231,499,428,551,1321,4629,1100,2246,4452,2070,1414,2668,4227,1522,2367,3091,2880,2921,3969,4925,8758,9191,8373,1128
FO,0,7,1,3,0,0,8,32,6,7,4,4,2,2,3,15,6,42,9,172,46,37,25,15,17,51,6,27,139,85,92,400,331,221,637,785,1235,1066,787,85
AF,3665,17453,9683,6085,6956,6945,8122,11650,14554,24508,19823,6378,7869,14272,8286,9203,11361,25070,24249,29884,25706,30244,138496,115728,112328,91526,61379,127645,256483,295731,539412,471788,494509,473889,335966,463268,609996,664800,534564,67608
BG,814,1199,1171,889,1557,1382,2604,3563,4517,3315,2084,3614,5331,4785,3606,6915,5483,10148,11072,10442,9157,12127,18023,12122,17934,14356,12528,23454,41855,41504,100383,85943,103389,114719,136743,162662,328782,405994,388192,53318
SP,2656,3618,6304,5821,5894,6017,6590,6405,5644,4981,4288,3550,7060,3844,5466,9255,10982,18438,23056,26300,24129,30335,30006,27355,36016,39075,22671,36469,69669,83827,139431,137279,150727,187825,162963,204292,304177,305063,365312,40956
IC,186,110,74,92,154,151,173,3008,1061,305,306,174,399,160,77,101,214,352,482,379,776,624,540,1221,888,564,445,960,1500,5097,8515,13177,9819,7886,15377,16295,27309,35286,26965,4507
ML,177,183,245,161,167,351,572,515,241,466,558,543,1200,506,383,949,599,1479,2001,1314,2161,2888,2981,2460,4200,2192,1674,2208,4172,4814,13074,9653,10703,71852,102334,41206,60199,43092,38875,3735
MO,1186,744,1802,2308,1511,2441,2124,3024,1345,1907,2602,2091,2028,1311,1769,3254,3478,3918,7247,6674,10452,10632,9648,12320,14698,11723,7797,8534,16455,12885,25023,20557,33229,41000,50799,50566,73771,90526,71097,8612
RM,0,14,26,50,46,34,53,28,22,42,12,58,31,38,23,101,127,245,337,297,321,271,418,323,314,393,291,413,953,984,1994,1731,2240,2455,3066,5924,6411,5965,6405,602
VI,0,0,2,0,2,2,0,3,24,9,7,1,0,2,0,13,44,62,8,62,34,94,130,89,156,99,68,74,161,334,864,436,688,526,728,964,2336,5507,5787,497
SC,0,5,0,25,91,54,63,4,10,8,10,5,12,0,95,151,62,57,103,81,79,72,55,93,115,230,77,60,22,357,806,735,395,374,224,750,3030,2745,1649,119
NF,0,0,0,0,0,0,5,1,1,0,2,0,5,0,0,11,1,1,0,0,1,1,2,7,0,14,0,59,136,37,90,34,46,27,40,241,324,232,177,9
RN,0,3,0,1,0,0,2,2,3,0,0,0,3,0,0,2,12,10,0,2,7,4,4,3,5,0,0,9,5,26,44,47,81,158,143,164,557,742,1070,104
TK,0,0,0,11,0,3,7,9,0,4,0,0,0,0,0,15,0,10,8,0,4,5,0,7,22,8,5,13,26,219,58,64,54,60,77,147,202,299,553,51
TE,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,3,5,6,0
BS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
CH,29338,24819,21503,19339,18761,24002,24484,22547,24481,22631,38790,22612,33917,26560,24103,38906,60767,106114,151659,161252,180826,135985,153068,111186,156396,125603,99950,203871,326281,434369,670513,650421,688910,793570,787604,1157307,1589031,1807470,1609362,191014
RW,114,154,88,170,299,149,319,483,226,580,366,1656,1370,1680,2814,22946,8883,21237,18191,24717,22492,19254,20729,21136,15528,21315,16946,23952,26746,45318,51247,38884,37183,43146,36031,48611,86986,93915,69916,11745
HR,638,385,367,410,420,391,545,802,417,531,497,1984,27873,16129,28419,26186,38579,38403,38907,34591,29162,31230,29061,20540,24270,21589,17096,13982,17027,17882,31930,23545,31394,19592,20538,26496,58804,43033,35950,4458
CB,5400,3080,2894,2653,2906,2671,4696,2890,3646,5268,8344,8358,12501,10022,11826,9822,7987,14154,27144,26697,15917,13171,11761,11103,16170,9889,7138,9651,15396,22671,46522,37582,52884,45192,53380,83625,103123,115938,101531,14857
NP,364,463,520,384,796,491,1200,1575,1366,1614,1484,3468,1716,1379,1985,2739,2367,3344,4213,3432,4150,8062,14377,16407,16101,25539,26500,36441,32183,45218,75269,57978,68756,66466,73444,105879,202696,154204,106908,15340
SE,220,137,606,814,384,351,256,301,244,234,127,144,248,161,246,333,270,601,948,1100,1262,1141,1292,1610,1407,984,1325,4102,17903,24606,47041,44754,50399,38637,3527,6226,16503,12341,8779,1353
MG,702,578,571,390,515,650,469,790,786,585,642,1934,1433,713,450,558,705,1340,1934,2241,3434,3817,4733,3910,3898,2160,1478,2985,3444,5571,10158,7014,10254,9820,11265,14992,25718,25667,15571,2033
NS,20,96,22,194,277,203,83,448,608,197,172,202,83,46,28,95,47,160,294,173,438,329,363,446,317,350,533,332,960,1208,1969,1101,989,1462,3180,2271,3532,3945,3485,350
WE,1583,2360,1375,2948,2307,2074,1921,1619,2110,8941,4702,2146,2976,1704,3717,9014,10344,14083,16437,19862,10570,18316,26016,33903,22895,23218,18594,23418,42738,46592,62354,48753,57029,54890,53064,89702,97827,103700,92917,19756
VM,18012,9625,9059,9088,10340,10782,13925,8642,9398,13413,11464,9136,11766,9367,9050,11611,14716,16451,24109,20710,20975,23771,25527,18533,21611,20039,13244,24580,36849,36207,96072,98956,99756,106763,121874,189882,270477,337102,291673,36528
SY,3088,4896,10402,11376,16630,14152,13784,15498,11362,10782,12342,10414,18325,10904,14215,21360,17436,31876,28238,27780,38010,47503,35638,20754,38195,28462,43952,56561,91394,98245,101600,78335,445420,855085,736075,749743,1190485,1381952,918235,130247
AM,146,218,588,760,776,333,319,349,229,6593,1996,3138,4181,8160,4807,3158,2694,5554,8551,9655,18204,17003,21964,15437,15818,15717,9307,10432,17272,19905,63755,78291,107607,115509,139014,135368,173388,191957,122938,15887
AO,1427,1161,2763,2289,3022,4615,4024,3942,4222,9162,6976,4911,5634,7391,11057,10514,7817,7818,12679,24272,24368,22419,26258,21899,22264,17826,10717,15038,15249,19350,34034,23862,38441,32779,28820,26133,42170,44216,38691,4782
SF,6252,6926,10836,8852,9920,17409,37960,46657,27180,29310,24431,30965,31919,22651,23458,31232,24187,35605,58763,72804,75407,64260,76294,91566,79435,65712,51985,75862,95577,182995,254862,186918,253095,293330,392251,439822,642197,776363,710327,106900
MZ,1761,1559,1530,1727,2411,3578,2917,3986,4165,5042,3928,2805,3634,4889,5003,5533,2617,3710,5935,8595,6953,12592,7751,10349,15434,10440,7563,8010,7812,11668,17750,12527,12801,12390,18786,20345,35433,42015,23823,3354
TX,36,61,161,146,250,35,110,61,96,77,62,29,543,1692,873,1397,2452,3474,4794,5782,5626,5597,5612,7826,7956,4356,3496,6050,12875,12341,19096,13502,14773,14599,13512,21371,33845,25807,20599,2209
VQ,35,23,51,38,48,58,51,62,40,71,116,91,36,15,4,113,414,379,162,145,153,68,70,73,110,75,59,141,417,829,1261,1180,1448,1722,2658,4690,4065,7278,9329,970
IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0
MX,2545,2173,4057,6314,8855,6886,8377,7845,5493,7393,6351,5375,5861,5050,7994,16756,11941,16279,19681,20664,19459,20948,25957,19963,22681,20335,15540,32721,50242,82167,165947,174551,195172,204712,184020,271997,362105,488749,442586,52957
CS,1134,803,446,1704,4663,3011,2828,2493,5302,4062,3130,1348,1005,584,919,972,792,1650,2501,1880,1431,2247,1470,1349,2039,1960,1189,1552,3228,4547,19239,11622,14022,13021,15335,16834,29057,26296,26887,3924
GL,17,54,15,69,42,63,54,24,115,65,70,28,29,13,5,31,168,83,212,386,579,496,296,302,284,344,187,306,979,1443,2409,3100,4118,5236,3950,5203,7732,10432,8024,1100
MU,413,562,771,838,453,591,763,932,1056,882,637,1097,1281,1025,1214,2834,2453,2698,2867,2536,2551,3555,3525,1960,2198,2085,1136,2596,6974,9560,14688,13770,40098,33214,33198,44795,50189,50709,45252,8784
MP,62,123,55,138,105,83,69,155,211,226,249,108,167,94,210,172,187,232,720,1026,736,1325,826,1045,1479,1926,1366,1585,2261,2960,5086,3018,4643,5340,5965,8277,14519,15260,16520,1828
PS,18,13,32,12,46,43,192,171,84,108,24,23,24,24,9,50,22,129,67,75,159,280,190,187,309,204,199,410,686,629,4661,2484,1762,2088,1966,2737,4049,3404,2397,369
UG,4129,2659,2491,2257,2159,1640,5355,5005,4364,3342,2525,2718,2564,2161,2555,3871,3577,9576,16704,32886,37061,40956,39862,55074,61323,61569,57044,78121,55163,61450,119705,77534,95517,88294,84177,112731,171204,225030,173335,24181
TP,43,21,32,21,41,74,57,24,27,85,76,72,89,107,167,169,465,289,266,279,168,649,1190,1019,3669,1396,651,632,425,297,592,446,528,519,291,597,711,1274,804,154
ID,1736,1244,1726,2020,1707,2427,2639,3351,2691,4291,3113,3405,5396,5395,7269,13180,13632,30717,28561,58151,84878,68660,62624,57357,72061,47847,42265,50551,83726,80531,160797,155449,191439,187291,192172,222367,377417,352044,289638,33501
EN,82,108,169,80,154,304,128,166,462,1503,1465,1976,3516,2338,2022,4369,4271,5370,7624,4550,6397,8089,7447,4957,5196,4815,3005,4151,10177,5533,8191,9471,13967,10012,11542,29468,32300,33637,42014,4175
LY,1849,3615,6728,4111,8508,9376,7178,21026,7761,4709,5937,4647,4816,7666,4574,3567,5260,9039,10054,14043,18438,20750,16204,12808,14728,19798,7428,10933,33843,25880,62105,35245,689433,195463,185544,178113,218064,196922,152842,14533
CG,224,370,226,306,255,263,440,316,248,395,661,627,1454,534,1246,1129,1651,7539,25304,17835,10962,7651,12586,9438,10334,9776,5192,14299,12851,14930,14299,9625,14569,16899,12358,12725,17622,25232,20352,3643
IZ,3380,12955,8618,8846,6329,10927,10735,11595,19568,21956,8321,51407,80060,15020,19041,19722,27720,46271,52450,115965,59708,51980,55998,107488,401143,310036,177706,291863,536924,418581,358371,269445,294508,239422,247724,766324,741121,709141,546927,44917
LS,6,11,2,9,24,47,76,24,16,19,21,24,63,49,58,27,26,82,207,103,84,385,294,132,272,109,90,102,197,2117,1857,793,1049,776,1060,1656,1786,2280,1868,244
MT,198,175,233,301,383,517,998,684,394,193,974,403,351,229,142,213,416,399,1028,625,590,1077,1609,814,931,943,1008,1257,5294,5113,38845,29967,47534,39909,45609,64977,73991,67279,78148,9687
SI,189,247,64,122,97,87,109,163,198,743,570,794,4696,1256,774,1380,1235,2035,2948,3986,3714,3121,5091,3633,6416,6319,4976,4232,2999,7418,8556,5179,6135,3720,5370,7416,18982,16553,12411,1748
OC,229,450,308,258,296,244,345,269,384,231,362,280,294,163,162,279,356,454,784,873,730,925,1248,1103,1038,777,1648,1456,3457,4222,12263,7376,11395,10203,8919,3267,5020,3957,3792,717
BR,609,1383,1938,2562,2230,3470,4385,3454,3666,4216,3158,2942,4418,4106,3586,4812,6852,11254,19166,15448,20586,14255,14438,11043,24106,18239,15445,21250,40148,63428,121747,78515,92432,94925,125417,110579,173762,253954,177903,20711
GY,342,361,244,326,360,560,634,299,528,303,330,126,86,174,203,243,389,540,589,869,684,1276,894,1144,1870,1986,1549,1802,2799,4955,9185,7156,6436,8276,13135,18480,52663,63094,51614,6395
ER,259,263,187,331,226,280,280,132,239,611,916,917,1419,552,997,743,1770,3254,2716,11408,12202,14444,6200,6699,5508,4988,5354,7048,10151,8897,10421,6625,10248,7446,8161,11178,24667,27792,16771,3641
SA,2497,3889,8218,5364,4777,5518,3873,4913,8120,6061,5932,15177,16496,5414,5488,9693,11063,17288,23022,23204,25338,25474,34214,34130,45052,36965,23375,35083,91418,67609,119969,116750,195080,171900,177412,262978,554736,579591,513140,46077
MA,169,144,148,178,131,157,203,139,86,128,311,225,864,166,157,77,174,324,442,456,532,895,504,6010,2534,1625,1054,1505,1563,1671,21825,5089,3955,6161,7644,8146,10594,13193,12029,1335
MC,65,87,68,93,83,106,190,164,297,134,232,166,194,176,197,451,811,915,1953,2511,5542,1623,1150,900,1141,987,524,1142,3850,1740,3589,1897,1912,2043,2063,4554,6183,7811,8592,1040
ST,8,21,24,18,12,52,36,64,138,13,8,0,22,9,21,22,16,19,246,80,84,60,181,130,216,402,399,274,391,455,500,508,437,444,891,1640,6184,10031,7075,636
VT,86,96,208,312,327,314,211,202,324,201,287,166,82,87,184,352,278,346,605,949,795,944,644,746,919,463,1479,1396,1831,1983,4220,4311,4467,7841,10734,12947,22000,20535,23087,2621
VC,27,1,7,0,4,17,25,28,46,23,25,10,8,4,24,56,92,30,251,121,64,113,275,89,184,212,265,132,281,370,1209,1058,1925,1712,1408,1751,4487,6169,5501,817
SV,0,0,0,10,4,4,26,1,2,0,10,0,0,2,0,2,26,122,37,18,5,6,31,6,15,12,23,30,163,262,287,112,666,296,246,457,1905,1016,1260,118
KU,1453,1504,1855,1666,2037,3565,3083,3457,8139,5495,2770,17391,23242,4423,6514,10036,8164,9592,11603,13844,12896,13977,15443,14477,23109,14972,9400,11352,15814,21319,41370,32236,56490,57446,51519,70785,90893,76595,72208,14538
NR,13,19,7,9,4,1,32,25,35,22,31,18,13,18,101,44,71,63,57,96,103,145,932,412,470,611,196,359,575,459,863,1388,2837,3868,3432,4897,11226,15788,6644,726
KS,2648,3379,2142,2791,5449,4565,5497,5602,11762,6858,7438,6948,9576,6745,7896,16034,13916,27953,40403,41459,37873,51063,49651,36486,59854,46674,31326,45541,81983,67796,172710,184095,164465,136174,159388,234852,291966,360625,415748,48285
GB,171,168,157,335,234,183,261,280,366,597,486,624,506,236,532,586,672,1122,4047,1631,1366,1338,2955,1586,1959,1728,1282,1369,1235,1964,9505,2605,4158,3637,4896,4141,6020,14450,6336,1274
GT,315,773,2685,5419,5395,2435,1736,2503,4821,3441,2882,1660,1719,1171,3243,2409,3013,4830,3407,3958,3457,5114,3340,2534,3843,2556,2235,2592,6804,6488,14272,10487,14328,19239,18798,32133,42538,36827,38530,5069
HO,194,347,1435,4828,8246,5906,4334,4553,4380,5627,3798,1809,1041,682,925,870,1016,1874,2466,3511,1814,2554,1699,1379,2124,2517,1498,1166,2964,3894,60792,11308,11098,15770,15197,28953,24817,35382,32039,6003
MH,13,18,35,53,104,87,31,55,141,94,68,38,17,16,13,61,187,139,543,105,90,90,181,157,276,188,48,411,1084,1760,4557,6401,10092,6634,473,726,1512,1467,1209,163
MK,413,174,180,253,276,190,228,297,210,273,223,405,1669,2669,3038,2957,2822,3808,7887,13522,31911,11271,69169,16049,17571,13091,7780,7793,12102,16001,17936,10877,12658,12847,11636,17163,47271,49182,32374,6035
FG,5,4,17,4,58,36,22,85,78,20,27,26,8,9,5,10,31,60,42,14,44,59,58,65,94,109,81,120,185,533,383,421,677,656,459,733,950,1425,1224,144
AL,1064,665,1295,986,1018,1384,1639,1464,1922,2325,2746,5180,8292,4940,6238,7027,6291,10879,47920,73154,82817,32115,48714,17438,18680,16438,10253,12443,21988,19191,19664,12708,20044,13521,13016,24341,39425,41037,40573,6200
AR,897,1352,2292,23027,5364,5484,4271,5459,5839,5037,3933,3189,3503,2646,3192,7464,7959,12478,15422,15106,18072,10935,16079,11328,15331,10049,5445,8513,16790,30422,57131,45051,40469,59106,68754,64751,101854,99210,79757,10520
BU,3016,2435,1920,2738,4269,4267,4159,3223,3143,3107,4143,7358,5941,5612,6258,6098,7505,12291,22603,23746,29518,21112,19939,16413,21482,17868,12036,13447,18670,15579,55919,52115,63108,68254,82246,77551,93816,97048,58523,11944
LA,2395,2037,1864,1463,1533,2224,1711,1591,2019,3127,1698,1541,1847,1643,1032,1414,1396,2496,4301,2643,2789,5233,4522,2364,4253,3944,2448,2954,4935,4772,12396,10386,11568,11999,14344,15440,24316,59938,29072,4479
GV,389,483,389,478,433,1151,455,287,195,418,263,806,477,400,418,549,812,1408,2243,4173,4153,5831,7195,3226,4421,2528,1720,2649,6404,7149,18187,13992,12492,7272,10134,39496,27216,18925,19332,2493
RB,737,859,556,716,671,757,689,917,1033,1575,1295,1819,10511,15310,23482,30609,36235,36929,36545,60965,105081,53538,42205,23449,28217,22354,16290,20857,33446,39137,37599,29675,43187,26736,20825,27367,43036,42984,35902,5223
LO,2058,1669,1260,1444,1725,2421,1784,1753,2891,3256,5362,7164,7297,7422,6322,6879,7596,10080,17385,19873,22084,15556,13993,10230,12939,7518,5680,4225,6312,6595,16778,9667,11693,8881,9265,16362,22029,24552,17473,2331
WZ,33,85,101,418,350,724,378,667,278,343,262,297,263,254,257,178,305,1908,3018,2048,1870,3050,2541,3023,4266,1833,1377,2385,1227,3490,9979,7592,12247,12840,9419,16477,17379,16007,11858,1166
TD,89,38,118,77,338,373,579,412,449,239,294,889,256,177,220,301,381,539,541,674,1029,1161,1817,2116,3198,3190,2381,1683,3721,6139,16737,8000,11844,15364,28212,43620,54870,65621,54302,6767
UY,101,376,309,484,527,846,972,1104,1296,1346,646,706,967,933,965,1321,1303,2349,2449,1695,2382,1651,1880,1969,2336,1279,1126,2064,3679,3852,9569,5906,8052,8715,13063,15265,14958,17299,12084,1348
UV,53,206,69,170,446,430,542,446,526,383,306,451,514,254,222,491,342,832,1014,3637,3445,2488,2441,2770,3038,2499,1321,1593,3742,2990,6302,5681,6617,7927,5924,20711,23196,28745,16363,1998
NE,3,1,0,0,1,0,24,11,26,10,12,17,4,29,6,6,11,27,26,19,62,103,111,95,33,125,56,115,132,543,392,183,272,313,221,465,746,818,876,111
AS,1317,1716,2329,2120,3417,2892,4676,5225,5071,5097,4773,4654,7526,6308,6774,10814,12998,18535,19510,19780,33070,25630,29791,30801,36620,31306,32265,71150,215501,335005,498742,456940,550204,625349,627331,1026446,1536504,1614558,1497303,197747
JO,1847,3672,2922,5673,5871,8064,12490,8315,7382,9290,4835,11068,15047,8405,10991,22635,17268,26596,34569,32817,43923,33730,36829,26509,33389,31696,20309,32396,44911,37095,53669,58093,92591,104100,104023,144926,210894,157950,151976,24128
JN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,2,0,0,3,1,11,15,18,2,1,10,9,0
HM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0
IN,1623,4240,4134,4660,6290,17632,12598,13190,10715,10362,8323,11396,11851,9837,12429,12992,16589,27706,37676,39672,52479,52665,65222,63162,69206,42067,30849,109803,291578,438372,574851,549905,626793,842559,961625,1384755,2125775,2601514,2290706,341075
US,38777,67807,95143,108223,122809,118862,131544,149506,137135,136785,117102,117909,143658,98253,129304,172618,167680,242460,262191,319118,339125,324578,468053,401515,508786,403633,315177,889104,1989944,2891292,4407763,5958666,9070154,10737568,10523802,14186429,18221465,21073961,18987360,2680029
BC,496,393,349,328,793,424,891,1303,732,1359,574,613,598,513,292,759,614,1241,2153,3552,3652,4085,4472,2658,5652,7099,8147,11567,8549,12568,25343,17699,17633,19029,17711,19711,41509,48156,37797,5208
UP,430,431,453,382,422,393,495,2322,1364,1134,1929,2126,7995,9979,8671,12939,14738,22470,31095,28809,33817,31390,41588,30895,37013,42831,33837,31633,41813,50107,97509,79196,97156,88541,124156,878971,441897,292239,263790,30195
ET,1260,1582,1079,1374,1824,3752,4226,2833,3412,3982,4601,3307,6047,2161,2918,2193,3311,5982,8612,17709,18026,20054,15690,16289,15444,15672,18754,31803,47155,33532,49600,38774,55656,50499,53534,77989,126456,136083,94251,20386
RQ,160,317,434,373,746,765,786,601,1039,507,538,201,269,168,440,912,1069,1084,677,1331,1455,1587,1886,1018,1490,1237,925,4549,13374,20897,45660,31930,42257,47123,42345,46850,28500,40419,70832,9328
TT,59,26,27,51,71,90,64,47,15,50,207,67,679,808,945,2575,3825,4731,4640,5871,38797,12356,6189,6768,3354,2649,1555,10062,8895,10740,6566,6760,4064,5633,3737,4533,6860,6951,5160,502
MF,0,3,3,3,2,13,5,2,0,0,17,2,0,8,4,19,19,2,68,69,26,52,40,24,16,27,25,86,33,212,192,56,111,132,160,238,267,375,145,54
CR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
AJ,276,267,148,192,97,79,130,104,102,3542,1389,3919,3901,8243,7565,4233,4208,6088,15179,15884,23175,22274,31728,26143,26020,24168,17557,14931,17870,28343,65052,85001,104434,109660,122730,122267,121886,171799,123728,14135
IS,16036,18237,30113,54692,41119,31590,43176,36174,35256,53302,42394,38329,65901,42616,72361,106414,87578,151189,171787,181597,155493,224617,229813,209278,195255,157141,111283,278427,333288,369804,707851,539515,661560,714030,728920,1283421,1304073,1243465,1251373,216388
RO,3505,2848,1718,2276,2852,2768,2759,2610,2965,3163,5335,10936,6614,5468,6203,8456,8837,10957,20908,22310,26332,17550,16903,13755,17520,15545,14852,15726,18657,19724,41526,34284,34449,38607,42017,57281,86698,95924,95674,13550
NL,878,1016,1537,2024,2077,2073,3285,3805,2983,2468,2151,1786,4141,1802,2363,4285,5686,7289,12328,11430,13553,11511,15110,12479,13429,16277,15512,20796,37573,54411,79827,75074,88294,86599,88495,138140,200792,217739,203946,26352
CT,388,114,163,106,117,144,243,433,369,144,169,161,310,190,298,516,308,2343,1921,1677,2059,1425,3922,3008,4649,3771,1288,3476,4131,4958,7065,5584,5183,7214,27460,41535,39718,24824,21858,2021
EC,368,317,829,331,423,560,960,1365,1785,1040,589,705,626,664,462,1008,5027,3395,5512,3578,3106,4503,3574,3296,3923,2850,3591,4081,6968,18767,21497,16231,11714,38480,31854,20985,45655,44802,29417,6371
NZ,336,439,599,450,577,803,3182,2089,1960,2125,1697,1831,2215,1453,1553,2054,3276,3038,4734,4712,7187,6236,6248,5065,6848,5801,5364,20568,35912,69780,120921,115851,134561,160259,143055,227425,311214,310160,268952,36002
MN,5,24,8,104,55,28,22,23,27,2,4,22,18,27,44,58,53,104,321,88,387,209,128,177,209,99,522,360,680,1267,2527,2097,3780,3740,2838,4888,10070,9714,10781,1464
CN,14,10,26,82,27,45,99,77,31,33,306,150,187,101,118,81,417,397,2298,1518,1474,1575,1964,939,1037,686,397,798,1866,2872,3322,1135,947,725,623,1266,1341,2106,1562,148
BD,70,60,233,107,232,292,313,188,317,153,158,220,151,151,104,421,401,567,406,529,376,499,554,354,694,654,515,2190,5037,7450,19652,22675,31361,20352,5521,10206,19339,19847,17189,2859
RS,23733,39007,42801,32904,44290,43491,60245,51710,60047,67833,58343,62136,95075,64958,68182,101164,119023,194224,240829,260842,332124,292505,277915,227678,259099,207138,123415,196190,338923,383780,534594,502352,550503,746159,945425,1253476,1359314,1534841,1688074,203470
BH,17,22,278,105,491,113,204,126,233,69,127,55,256,83,130,174,134,244,352,310,462,1306,582,517,641,655,590,478,3569,4663,10494,8145,9674,15589,11623,18342,31462,42767,41811,5973
CY,1005,1068,1023,1559,2174,2028,2270,2776,2547,4891,3797,2927,4963,3477,5095,6101,6264,12152,22474,26944,17156,12866,11004,13696,15796,16959,8649,11226,10369,17333,25820,30155,40204,40466,57381,59601,65768,72808,58046,6578
DR,184,383,191,308,350,708,376,392,746,810,232,331,233,337,384,1512,689,1968,1663,1769,1583,1967,1280,1250,1455,2465,1164,1152,5736,6972,11977,13535,12366,12472,16886,20852,27966,25519,23361,3254
LE,4574,4719,12287,35507,37776,31304,31732,24523,23410,18777,22391,16436,23246,12546,15626,16504,11989,27635,28317,31327,34655,51649,33284,25084,22234,20654,36380,127448,116030,104477,106800,115631,172062,210275,185495,235978,231582,188930,194299,29957
PL,5933,12133,30935,24142,18586,17391,14451,11785,15808,13850,19406,14071,11977,10000,8481,13129,14728,19531,26837,29530,28888,29349,27013,20800,29272,25884,21659,25796,47700,42361,64005,63483,70281,59360,68184,107125,144840,195640,172085,28927
KV,12,12,168,28,23,31,11,105,71,164,327,509,262,347,270,242,199,571,1235,5688,3646,1770,1980,820,1195,880,736,1610,6007,3889,5115,7013,7247,7507,11352,12452,19064,17020,18305,3836
MB,5,28,29,6,31,18,33,6,14,6,13,8,35,2,13,22,54,76,50,60,38,71,75,88,68,82,240,50,275,384,981,360,275,446,393,426,1210,1617,1225,93
WS,20,46,24,5,65,26,100,36,116,105,57,69,115,71,48,82,159,208,326,225,662,650,311,392,359,633,285,559,1111,1302,8668,2498,3027,3626,6385,12070,17726,21289,20685,3777
AU,1874,1875,2171,2433,2682,2947,3690,4862,4077,5070,4284,3014,4427,2834,3706,5164,4578,6687,10523,18557,15268,28501,13787,11651,11265,11242,10401,19113,25918,31745,48965,37265,49239,43451,51218,81367,151693,141035,99794,13144
EI,2335,1698,6378,3570,4511,4682,4899,4556,3335,4101,2467,4023,3394,2703,4239,9147,7570,12159,11246,20476,17121,13445,14536,9328,11077,13871,8608,14484,39547,91673,192764,156322,181637,188494,246687,314527,450102,514080,472333,59468
EK,88,40,70,174,95,57,112,42,88,103,61,84,59,151,297,125,282,368,382,633,534,456,547,785,772,3681,1061,1106,1148,3016,3887,2213,4313,3164,2662,4931,5188,7649,7671,1623
GR,1716,2165,2702,3286,4280,4542,5931,6177,5056,6730,4624,4253,6356,4863,7307,12402,10160,15987,23145,28130,36504,24667,21651,16522,23920,14316,9510,14741,28973,43157,68819,97844,158743,174759,115209,145830,464416,345862,204186,28777
TI,52,73,45,51,48,50,92,137,144,140,169,442,707,4162,3655,3347,5255,10466,14706,12127,11530,12572,18627,14958,13784,13553,8604,10787,10096,12800,20319,20217,22451,23463,23710,35046,48677,36042,23945,2716
NO,674,952,988,922,1612,1492,1610,1636,1672,1777,1942,1410,1828,1212,2748,5784,4783,10000,9637,11329,14025,13080,13217,12649,13331,12649,8981,17224,19771,20831,39425,39010,69993,64372,54703,73639,110254,133368,106674,17821
CV,96,134,62,134,106,283,121,90,178,173,119,198,142,111,148,76,172,129,271,438,216,602,1042,381,938,670,281,607,470,408,2809,1540,1473,1219,1070,1130,2236,2771,1928,235
NT,0,3,0,0,7,34,37,6,20,8,2,3,6,1,14,3,10,7,16,28,23,33,46,69,79,96,46,54,28,105,322,84,37,68,43,49,184,170,142,25
AN,0,0,4,3,0,19,14,13,9,3,2,3,15,6,44,15,6,32,40,72,21,46,30,24,46,28,22,34,129,157,511,269,295,288,482,531,1463,921,856,70
SU,1326,938,2649,1864,2711,3167,8706,6451,4450,5697,7269,4036,4540,4832,6133,5688,9739,12407,20670,23644,22776,25654,26634,33248,31428,57800,38138,77111,104813,100779,138682,110129,164123,162820,125083,176514,188673,181803,171375,22518
BB,76,88,352,213,744,352,299,266,437,202,107,180,80,80,127,304,156,275,569,553,328,281,596,630,1054,1149,764,669,1223,1753,7497,3529,4349,6202,8912,15471,25243,31345,29516,4236
ZI,6521,6060,3032,3362,4805,2446,3016,4172,2947,3012,2504,1939,2818,1911,1619,2846,3093,5240,9069,18839,18011,34511,35626,57011,44443,33397,31295,34883,38342,100934,120393,82361,119775,87953,97323,124455,222037,246292,234375,33487
